company_name,uen,industry,country,city,website,short_description,source
SECURITY USA INC,,,Singapore,Singapore,,Provision of Security Guarding Services for the Permanent Mission of The Republic of Singapore to The United Nations in New York,gebiz
Eberhardt Service Group GmbH,,,Singapore,Singapore,,Procurement of Caretaker Services for the Chancery and Ambassador's Residence of the Embassy of The Republic of Singapore - Germany,gebiz
"SECTEK, INC",,,Singapore,Singapore,,Provision of 24/7 Security Guards Services at the Singapore Embassy in Washington DC,gebiz
Deloitte PDS Group Pty Ltd,,,Singapore,Singapore,,"Provision of Design Consultancy and Project Management Services for Renovation Works at the Official Residence of the High Commission of the Republic of Singapore in Canberra, Australia.",gebiz
"Tokyo Guard and Security Co., Ltd",,,Singapore,Singapore,,"Provision of Security Guard Services at the Embassy of the Republic of Singapore in Tokyo, Japan.",gebiz
"RBM Maintenance, LLC",,,Singapore,Singapore,,Provision of Cleaning Services at the Permanent Mission of the Republic of Singapore to the United Nations in New York,gebiz
Colliers Design & Development B.V.,,,Singapore,Singapore,,Project Consultancy Services for the new Chancery for The Hague Diplomatic Office of The Republic of Singapore,gebiz
Aadharshila Designs Pvt Ltd,,,Singapore,Singapore,,Provision of Terms of Reference and Scope of Services for Boundary Wall Structure at the Singapore High Commission in New Delhi.,gebiz
SENG FOO BUILDING CONSTRUCTION PTE LTD,,,Singapore,Singapore,,"Provision of Cleaning Services at the Ministry of Foreign Affairs (MFA) Building, Asia-Pacific Economic Cooperation (APEC) Building & Asia-Europe Foundation (ASEF) Building",gebiz
"Atalian Facilities Management (Cambodia) Co., Ltd",,,Singapore,Singapore,,Provision of Mechanical and Electrical Services for the Embassy of The Republic of Singapore in Cambodia,gebiz
GEBAEUDEDIENST SCHWARZ-WEISS GMBH,,,Singapore,Singapore,,Procurement of Professional Cleaning Services for the Embassy of The Republic of Singapore in Germany,gebiz
Waterford Security Limited,,,Singapore,Singapore,,Provision of Security System Maintenance Services at the Singapore High Commission in Wellington,gebiz
GREEN OLIVE TREE PTE. LTD.,,,Singapore,Singapore,,"Appoint training agencies to design and deliver the English Language Skills courses for officials in Cambodia, Laos, Myanmar, Vietnam and Timor-Leste",gebiz
LANCER DESIGN PTE LTD,,,Singapore,Singapore,,"Publication of the ""Experience Singapore"" magazine to profile Singapore positively through latest developments in Singapore and partnerships with other countries",gebiz
"Anago of Washington, D.C.",,,Singapore,Singapore,,Provision of Janitorial Services at the Embassy of Singapore in Washington DC,gebiz
"Gold Standard Group Services, LLC",,,Singapore,Singapore,,Renovation of Government-Owned Apartment for the Permanent Mission of the Republic of Singapore to the United Nations in New York.,gebiz
Lex Motors LTD,,,Singapore,Singapore,,Supply of a Mid-Sized Luxury Sedan Car to the Embassy of The Republic of Singapore in Tel Aviv,gebiz
MARSHALL CAVENDISH INTERNATIONAL (ASIA) PRIVATE LIMITED,,,Singapore,Singapore,,Procurement of Services to publish a Coffee Table Book on Flower Power: Singapore's Orchid Diplomacy,gebiz
Rentokil Initial (B) Sdn Bhd,,,Singapore,Singapore,,"Provision of Janitorial and Cleaning Services for the High Commission of the Republic of Singapore in Bandar Seri Begawan, Brunei Darussalam",gebiz
BUREAU VERITAS (India ) Private Limited,,,Singapore,Singapore,,"Invitation to Tender to conduct a Condition Survey at the High Commission of the Republic of Singapore in New Delhi, India",gebiz
"Beijing Yikun Landscape Engineering Co., Ltd",,,Singapore,Singapore,,Provision of Landscape and Horticulture Services for the Singapore Embassy and Ambassador's Residence in Beijing,gebiz
Securitas France Sarl,,,Singapore,Singapore,,Provision of Security Guard Services at the Singapore Embassy in Paris,gebiz
JIA HE RESTAURANT PTE. LTD.,,,Singapore,Singapore,,Provision of event venues and catering services for foreign VVIP events organised by the Ministry of Foreign Affairs,gebiz
Benedetti Insurance Services,,,Singapore,Singapore,,Provision of Healthcare Insurance Plan for Locally Recruited Staff at the Consulate-General of The Republic of Singapore - San Francisco,gebiz
Clean and Green Services,,,Singapore,Singapore,,"Provision of cleaning services at the Singapore Embassy in Vientiane, Lao PDR",gebiz
Hebat Motor Sdn Bhd,,,Singapore,Singapore,,SUPPLY OF ONE (1) MUTLI-PURPOSE VEHICLE,gebiz
Exera Myanmar Limited,,,Singapore,Singapore,,Provision of Security Guarding Services at the Singapore Embassy in Myanmar,gebiz
PT. Arista Jaya Abadi,,,Singapore,Singapore,,"Purchase of an Official Vehicle for the Consulate-General of the Republic of Singapore in Medan, Indonesia",gebiz
World Decoration Group Co. Ltd,,,Singapore,Singapore,,Renovation Works at the Official Residence of the Embassy of the Republic of Singapore in Bangkok,gebiz
Allied Investments Limited (T/A Allied Security),,,Singapore,Singapore,,"Provision of Security Guard Services for the High Commission of the Republic of Singapore in Wellington, New Zealand",gebiz
KHOO SUN PRINTING PTE LTD,,,Singapore,Singapore,,"Production, packing and delivery of specially-customised MFA greeting cards.",gebiz
Alaska Construction + Interiors Wellington Limited,,,Singapore,Singapore,,"Provision of project management services for renovation works at the Official Residence of the High Commission of Singapore in Wellington, New Zealand",gebiz
Abdul Latif Jameel Motors,,,Singapore,Singapore,,Supply of a Multi-Purpose Vehicle to the Embassy of The Republic of Singapore in Riyadh,gebiz
RAXA SECURITY SERVICES LIMITED,,,Singapore,Singapore,,"Supply, installation, testing and commissioning of security systems at the High Commission of the Republic of Singapore in New Delhi, India",gebiz
BAUTEC PACIFIC PTE. LTD.,,,Singapore,Singapore,,Restoration Works and Maintenance at the Old Tanglin Officers Mess (OTOM) Building,gebiz
"NINGBO FUHONG AUTO SALE CO., LTD.",,,Singapore,Singapore,,Supply and Delivery of an Official Vehicle to the Consulate-General of the Republic of Singapore - China (Chengdu).,gebiz
"A2Z Remodeling, Inc",,,Singapore,Singapore,,Renovation Works at the Official Residence of the Consulate-General of the Republic of Singapore in San Francisco,gebiz
PCS Security and Facility Services Limited,,,Singapore,Singapore,,Provision of Security Guard Services for the Chancery and Residence of the Embassy of the Republic of Singapore in Thailand,gebiz
ENTREE MEDIA PTE. LTD.,,,Singapore,Singapore,,Provision of services for Audio Visual and Lighting System and Equipment for High-Level Foreign VVIP events at Parliament House,gebiz
VIDEO TECHNOLOGIES PTE. LTD.,,,Singapore,Singapore,,Provision of services for Audio Visual and Lighting System and Equipment for High-Level Foreign VVIP events at Parliament House,gebiz
VIZ-TECH SYSTEMS,,,Singapore,Singapore,,Provision of services for Audio Visual and Lighting System and Equipment for High-Level Foreign VVIP events at Parliament House,gebiz
FANDA Services (Pty) Ltd,,,Singapore,Singapore,,Provision of Renovation and Repainting Services for the Official Residence at the High Commission of the Republic of Singapore in Pretoria,gebiz
Shanghai Li Xing Mercedes-Benz,,,Singapore,Singapore,,Provision of Multi-Purpose Vehicle (MPV) for the Consulate-General of the Republic of Singapore in Shanghai.,gebiz
CYCLE & CARRIAGE INDUSTRIES PTE. LIMITED,,,Singapore,Singapore,,Purchase of an Electric-Powered Cargo Vehicle,gebiz
Dosim SA,,,Singapore,Singapore,,Provision of Facilities Management Services for the Permanent Mission of Singapore to the World Trade Organisation in Geneva and four (4) Government-Owned Residence for a period of two (2) years from June 2024 to 2026 with the option to extend for one (1) year,gebiz
Concessionaria TECAR,,,Singapore,Singapore,,Supply of one (1) official vehicle to the Embassy of the Republic of Singapore in Brasilia,gebiz
Globex Innovative Facility Management Pvt Ltd,,,Singapore,Singapore,,Renovation works at the Residence of the High Commission of the Republic of Singapore in India,gebiz
Embassy Services Private Limited,,,Singapore,Singapore,,"Provision of Managing Agent Services for the Singapore High Commission in New Delhi, India",gebiz
Neptune Automatic Pvt Ltd,,,Singapore,Singapore,,Replacement of Bollards at the Singapore High Commission in New Delhi,gebiz
Arcadis Professional Services of DC P.C.,,,Singapore,Singapore,,Provision of Professional Services for a Building Condition Report of the Singapore Embassy in Washington DC,gebiz
SIME DARBY SWEDISH AUTO SDN. BHD.,,,Singapore,Singapore,,"Purchase of an Official Vehicle for the High Commission of the Republic of Singapore in KL, Malaysia.",gebiz
LS 2 SERVICES PTE LTD,,,Singapore,Singapore,,Provision of Cleaning Services at the Singapore Changi Airport VIP Complex,gebiz
LLC Facility Services Rus,,,Singapore,Singapore,,"ITT for the Provision of Building Engineering Systems Maintenance Services, Routine Cleaning Services and Professional Cleaning Services for a period of two (2) years with an option to extend for one (1) year for the Embassy of the Republic of Singapore in Moscow",gebiz
DESA AMAN CONSTRUCTION TRADING (M) SDN BHD,,,Singapore,Singapore,,Provision of waterproofing works at the Chancery of the Singapore High Commission in Kuala Lumpur.,gebiz
ATH-Chevron Sdn Bhd,,,Singapore,Singapore,,"Design and Construct of Slope Strengthening System at the High Commission of the Republic of Singapore in Bandar Seri Begawan, Brunei Darussalam",gebiz
Alsancak Grup Guvenlik ve Koruma Hizm. LTD. STI.,,,Singapore,Singapore,,Provision of Security and Other Related Services for the Embassy of the Republic of Singapore in Ankara,gebiz
BMW South Africa (Pty) Ltd,,,Singapore,Singapore,,Supply of one (1) automatic transmission vehicle for the High Commission of the Republic of Singapore in Pretoria,gebiz
SJ Buildtech Pvt Ltd,,,Singapore,Singapore,,Comprehensive Painting at the Singapore High Commission in New Delhi.,gebiz
Marsh Wall T/A Berry (BMW Retailer),,,Singapore,Singapore,,Supply and Delivery of One Electric Vehicle for the High Commission of the Republic of Singapore in London,gebiz
PT Astra International TBK -Toyota Sales Operation,,,Singapore,Singapore,,"Provision of an Official Vehicle for the Permanent Mission of the Republic of Singapore to ASEAN in Jakarta, Indonesia",gebiz
BMW Concessionairies (HK) Ltd.,,,Singapore,Singapore,,Supply and Delivery of One (1) Automatic Transmission Vehicle for the Consulate-General of the Republic of Singapore in Hong Kong,gebiz
Sime Darby Auto Bavaria (Kuala Lumpur Branch),,,Singapore,Singapore,,"Supply and Delivery of one(1) official vehicle for the Singapore High Commission in Kuala Lumpur, Malaysia",gebiz
SHANGRI-LA HOTEL (KL) SDN. BHD,,,Singapore,Singapore,,"Provision of venue, catering and related logistics for the 60th Singapore National Day Reception in Kuala Lumpur, Malaysia",gebiz
STRUCTON RESOURCES (PTE.) LTD.,,,Singapore,Singapore,,"Provision Of Building Condition Survey Services at the Singapore Embassy In Phnom Penh, Cambodia.",gebiz
Amanda Yang Pinn,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Ang Eng Ling,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Christine Alexander,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Foo Jia Hui,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Ivory Clare Lin,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Katharyn Peh Geh Leng,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Kathryn Ng,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
KOH PECK YAN,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Kok Wai San Annie,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Ng Sui San,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Quek Lai Huat Richard,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Soong Yi Ling,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Tan Soon Hoe,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Wee Hwee Tzy,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Wong Tat Wai Michael,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Yenli Chin De Beyer,,,Singapore,Singapore,,Provision of Liaison Officer (LO) Services for Foreign Delegates,gebiz
Y-5G BUILDERS PTE. LTD.,,,Singapore,Singapore,,Provision for Enhanced Physical Measures for Perimeter Fence at Ministry of Foreign Affairs (MFA) HQ,gebiz
GENERIC PRINT PTE. LTD.,,,Singapore,Singapore,,"Production, supply and delivery of name cards and collaterals for the Ministry of Foreign Affairs",gebiz
XTREME SERVICE HOLDINGS PTY LTD,,,Singapore,Singapore,,"Provision of Security Guards to Singapore High Commission in Canberra, Australia",gebiz
PCCW SOLUTIONS INSYS PTE. LTD.,,,Singapore,Singapore,,"Provision of Locally Recruited Staff (LRS) Email and Infrastructure Management Services [""LEIMS""] Cloud",gebiz
2359 MEDIA PTE. LTD.,,,Singapore,Singapore,,FOR AGILE CO-DEVELOPMENT AND ICT PROFESSIONAL SERVICES (PR191072),gebiz
PEBBLEROAD PTE. LTD.,,,Singapore,Singapore,,FOR AGILE CO-DEVELOPMENT AND ICT PROFESSIONAL SERVICES (PR191072),gebiz
TECH MAHINDRA LIMITED (Singapore Branch),,,Singapore,Singapore,,FOR AGILE CO-DEVELOPMENT AND ICT PROFESSIONAL SERVICES (PR191072),gebiz
TRIBAL WORLDWIDE PTE. LTD.,,,Singapore,Singapore,,FOR AGILE CO-DEVELOPMENT AND ICT PROFESSIONAL SERVICES (PR191072),gebiz
HEIDRICK & STRUGGLES SINGAPORE PTE LTD,,,Singapore,Singapore,,"To Build, Scale and Sustain Leadership Alignment for GovTech's Leaders (PR200237)",gebiz
MASTERCARD ASIA/PACIFIC PTE. LTD.,,,Singapore,Singapore,,"FOR THE SUPPLY, DESIGN, TESTING, COMMISSIONING, OPERATIONS AND MAINTENANCE OF THE NATIONAL DIGITAL IDENTITY (NDI) IDENTITY FRAUD ANALYTICS (FA) SYSTEM (PR200217)",gebiz
INTERNATIONAL DATA CORPORATION ASIA/PACIFIC PTE LTD,,,Singapore,Singapore,,FOR SUBSCRIPTION OF IT RESEARCH SERVICES (PR200407),gebiz
IBMS TECHNOLOGY PTE LTD,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF WORKSTATIONS ACCESS MATRIX SYSTEM (PR200398),gebiz
AKELES CONSULTING PTE. LTD.,,,Singapore,Singapore,,"For the Supply, Delivery, Support of Deployment and Release Automation Tool (PR200492)",gebiz
USER EXPERIENCE RESEARCHERS PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF USABILITY CHECK SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
IWOW TECHNOLOGY LIMITED,,,Singapore,Singapore,,SUPPLY OF ONBOARDING SERVICES FOR WIRELESS ALERT ALARM SYSTEM PROJECT FOR GOVERNMENT TECHNOLOGY AGENCY (PR200643),gebiz
BAKER & MCKENZIE.WONG & LEOW,,,Singapore,Singapore,,FOR THE APPOINTMENT OF A LEGAL PANEL TO SUPPLY AND DELIVER LEGAL SERVICES (PR200683),gebiz
REED SMITH PTE. LTD.,,,Singapore,Singapore,,FOR THE APPOINTMENT OF A LEGAL PANEL TO SUPPLY AND DELIVER LEGAL SERVICES (PR200683),gebiz
Synopsys International Limited,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, SUPPORT OF SOFTWARE COMPOSITION ANALYSIS SOFTWARE WITH AN OPTION FOR MAINTENANCE OF SOFTWARE (PR200139)",gebiz
IMPERIUM SOLUTIONS PTE. LTD.,,,Singapore,Singapore,,"For the Supply, Delivery, Support of Vulnerability Scanning Tool and Professional Services (PR200738)",gebiz
SIMPLE SOLUTION SYSTEMS PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF AGILE APPLICATION DEVELOPMENT AND USER EXPERIENCE DESIGN SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
THE SOFTWARE PRACTICE PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF AGILE APPLICATION DEVELOPMENT AND USER EXPERIENCE DESIGN SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
RADIUS EXPERIENTIAL INTERNATIONAL PTE. LTD.,,,Singapore,Singapore,,FOR THE FABRICATION AND INSTALLATION OF SMART NATION PLAYSCAPE (PR200734),gebiz
ENOVEC PTE. LTD.,,,Singapore,Singapore,,"FOR THE SUPPLY AND DELIVERY OF SERVICES TO PROVIDE, DEPLOY, TEST AND COMMISSION VIDEO CONFERENCING SOLUTIONS IN GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) MEETING ROOMS. (PR200873)",gebiz
33 TALENT SINGAPORE PRIVATE LIMITED,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
ARGYLL SCOTT INTERIM PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
CAPITA PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
ETHOS SEARCH ASSOCIATES PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
GECO ASIA PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
IRTISH CONSULTING PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
ITCAN PTE. LIMITED,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
NODEFLAIR PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
PEOPLESEARCH PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
QUINNOX SOLUTIONS PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
RECRUIT HAUS PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
ROBERT HALF INTERNATIONAL PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
SALT SEARCH PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
TECHBRIDGE MARKET HOLDINGS PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
TECHCOM SOLUTIONS PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
WILSONHCG SINGAPORE PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
XCELLINK PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF CONTRACT/ PERMANENT MANPOWER SERVICES TO GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) (PR200919),gebiz
M1 LIMITED,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, DEVELOPMENT, INTEGRATION, TESTING, COMMISSIONING, OPERATION AND MAINTENANCE OF A REMOTE AREA CONNECTIVITY SOLUTION (PR200926)",gebiz
3I INFOTECH ASIA PACIFIC PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF DATA SCIENCE SOFTWARE AND SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
ABEAM ANALYTICS PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF DATA SCIENCE SOFTWARE AND SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
AMARIS.AI PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF DATA SCIENCE SOFTWARE AND SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
HCL SINGAPORE PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF DATA SCIENCE SOFTWARE AND SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
ACE KEGAN PTE. LTD.,,,Singapore,Singapore,,FOR THE DESIGN AND BUILD OF A FUTURE COLLABORATION OFFICE SPACE AT GOVTECH OFFICE AT 30 MAPLETREE BUSINESS CITY (PR201365),gebiz
PLANISWARE SA,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, DESIGN, CONFIGURATION, CUSTOMISATION, INSTALLATION, TESTING, DEPLOYMENT AND COMMISSIONING OF A FULLY OPERATIONAL PROJECT AND PORTFOLIO MANAGEMENT SYSTEM (""PPMS"") WITH OPERATIONS AND MAINTENANCE SUPPORT (PR201571)",gebiz
IZENO PRIVATE LIMITED,,,Singapore,Singapore,,For the upgrade and renewal of repository tools with support (PR201678),gebiz
VSOLUTIONS PTE LTD,,,Singapore,Singapore,,For the supply and delivery of development machines and accessories (PR201689),gebiz
DOCTOR ANYWHERE OPERATIONS PTE. LTD.,,,Singapore,Singapore,,SUPPLY AND DELIVERY OF INFLUENZA VACCINATION SERVICES TO THE EMPLOYEES OF THE GOVERNMENT TECHNOLOGY AGENCY (GOVTECH) AND ITS SUBSIDIARY  (PR201696),gebiz
ASSURE IT PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF CYBERSECURITY AND AUDIT SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
CENTURION INFORMATION SECURITY PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF CYBERSECURITY AND AUDIT SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
PULSESECURE PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF CYBERSECURITY AND AUDIT SERVICES FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
I-SPRINT INNOVATIONS PTE LTD,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, SUPPORT OF CODE OBFUSCATION SOFTWARE TOOL FOR A MOBILE APPLICATION ON BOTH IOS AND ANDROID PLATFORMS WITH AN OPTION FOR MAINTENANCE OF SOFTWARE (PR210009)",gebiz
XTREMAX PTE. LTD.,,,Singapore,Singapore,,FOR THE PROVISION OF OPERATIONS MANAGEMENT FOR CENTRAL TECHNICAL SERVICES (PR210081),gebiz
IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,FOR THE SUPPLY AND DELIVERY OF DIGITAL AND SOCIAL MEDIA CHANNEL MANAGEMENT SERVICES.  (PR210403),gebiz
NETPLUZ ASIA PTE. LTD.,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, SUPPORT OF DEPLOYMENT AND RELEASE AUTOMATION TOOL (PR210593)",gebiz
"HackerOne, Inc",,,Singapore,Singapore,,Provision for services and platform for vulnerability reporting and testing (PR210725),gebiz
Sopra Steria I2S Singapore PTE. LTD.,,,Singapore,Singapore,,RENEWAL OF MAINTENANCE AND SUPPORT SERVICES FOR AKANA LICENSES (PR210689),gebiz
FONDA GLOBAL ENGINEERING PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF SENSOR-AS-A-SERVICE FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
O'CONNOR'S SINGAPORE PTE LTD,,,Singapore,Singapore,,"FOR THE PROVISION OF SENSOR-AS-A-SERVICE FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
ONEBERRY TECHNOLOGIES PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF SENSOR-AS-A-SERVICE FOR GOVERNMENT MINISTRIES/DEPARTMENTS, STATUTORY BOARDS, ORGANS OF STATE AND PARTICIPATING ENTITIES",gebiz
Avature Limited,,,Singapore,Singapore,,"Supply, Delivery, Design, Configuration, Customisation, Installation, Testing, Deployment and Commissioning of a Fully Operational Candidate Relationship Management System (""CRMS"") with Operations and Maintenance Support (PR211082)",gebiz
BAKER TILLY CONSULTANCY (SINGAPORE) PTE. LTD.,,,Singapore,Singapore,,"FOR THE SUPPLY OF AUDIT, ADVISORY AND INVESTIGATION SERVICES, AND THE PROVISION OF (I) QUALITY ASSURANCE REVIEW AND (II) ASSESSMENT OF THE WHISTLEBLOWING FRAMEWORK (PR211168)",gebiz
BIRD.COM PTE. LTD.,,,Singapore,Singapore,,"FOR THE SUPPLY, DELIVERY, SUPPORT OF FRONT END MESSAGING CHAT PLATFORM SERVICES - GVT(T)21021 (PR211540)",gebiz
DCS FINTECH HOLDINGS PTE. LTD.,,,Singapore,Singapore,,"FOR THE PROVISION OF CONTACTLESS EPURSE APPLICATION (CEPAS) PAYMENT SERVICES FOR GOVERNMENT MINISTRIES, DEPARTMENTS,ORGANS OF STATE, STATUTORY BOARDS AND PARTICIPATING ENTITIES.",gebiz
INGENICO INTERNATIONAL (SINGAPORE) PTE LTD,,,Singapore,Singapore,,"FOR THE PROVISION OF CONTACTLESS EPURSE APPLICATION (CEPAS) PAYMENT SERVICES FOR GOVERNMENT MINISTRIES, DEPARTMENTS,ORGANS OF STATE, STATUTORY BOARDS AND PARTICIPATING ENTITIES.",gebiz
